[0.0:2.0]  DISH
[7909.02:7910.02]  Nossa, se fudeu.
[7911.02:7912.02]  É.
[7912.02:7915.02]  Para mim, a gente vai ser igual das coisas controladas, entendeu?
[7915.02:7916.02]  Eu sou um cara meio humanista.
[7916.02:7918.02]  Eu sou um cara meio humanista, para mim também não, tá ligado.
[7918.02:7920.02]  Um bagulho é para mim, eu fico, ah, não.
[7920.02:7924.02]  É, só um bagulho, uma parada maior, uma bagulho maior, legal, beleza.
[7924.02:7926.02]  Tipo, uma festa...
[7926.02:7929.02]  Cara, esse movimento, tô para fazer uma festa,
[7929.02:7931.02]  para o dia do meu aniversário.
[7931.02:7933.02]  É, foda, ninguém gosta do próprio aniversário.
[7933.02:7935.02]  É, só fim de que gostam.
[7935.02:7936.02]  Então, você era a revender, não.
[7936.02:7939.02]  Eu pode ser que só fim de que gostam para agradar.
[7939.02:7941.02]  No vídeo, quando você é criança, você gosta de ter universo.
[7941.02:7942.02]  Ah, não.
[7942.02:7943.02]  Vosta.
[7943.02:7944.02]  Ah, é.
[7944.02:7945.02]  É.
[7945.02:7947.02]  Eu lembro que eu amava o dia do meu aniversário.
[7947.02:7948.02]  Porra.
[7948.02:7950.02]  Hoje, eu não... Neném que eu não gosto, né?
[7950.02:7951.02]  Eu não sinto...
[7951.02:7953.02]  Eu sinto assim, ah, porra, maneiro, legal.
[7953.02:7955.02]  Completei mais um aí, né?
[7955.02:7956.02]  Isso.
[7956.02:7957.02]  Porra, mas é...
[7957.02:7958.02]  A Toa Abriganeela, a vida é continuosa.
[7958.02:7961.02]  É uma comemoração que você tá mais próximo da morte, vai morrer mais cedo, né?
[7961.02:7965.02]  Não necessariamente, porra, é uma comemoração que você tá mais maduro.
[7965.02:7967.02]  É, mas você tá mais próximo da morte também.
[7967.02:7968.02]  Você também, também.
[7968.02:7969.02]  Tá, mas...
[7969.02:7971.02]  É que eu tô por tão próximo da morte, quando...
[7971.02:7972.02]  Caramba, tá bem pra cara.
[7972.02:7973.02]  Posso morrer mais porra.
[7973.02:7974.02]  Ah, mas você...
[7974.02:7975.02]  Eu não sei...
[7975.02:7976.02]  Quando você tem um mês de idade, você tá pra morrer, manhã.
[7976.02:7977.02]  Exato.
[7977.02:7978.02]  Exatamente.
[7978.02:7979.02]  É, você...
[7979.02:7980.02]  É, é uma comemoração que porra chegou até...
[7980.02:7981.02]  Completei mais um.
[7981.02:7982.02]  Toma mais um.
[7982.02:7983.02]  Porra.
[7983.02:7984.02]  Mas você tá bem pra cara, mano.
[7984.02:7985.02]  22.
[7985.02:7986.02]  É, porra, aí.
[7986.02:7987.02]  Porra, tá bem, mano.
[7987.02:7988.02]  22, cara.
[7988.02:7989.02]  Só o marno que tu, né?
[7989.02:7991.02]  É, graças a Deus.
[7991.02:7992.02]  Eu tá bem pra cara.
[7992.02:7994.02]  Imagina tu de barba.
[7994.02:7997.02]  Eu não deixo barba, cara, não gosto.
[7997.02:7998.02]  Eu tiro, eu tenho...
[7998.02:8000.02]  Quando eu fico barba, eu fico uma barba bem pra gente.
[8000.02:8002.02]  Nem não emitir, não é impossível, não é?
[8002.02:8003.02]  Fico barba.
[8003.02:8004.02]  Bem preenchida, cara.
[8004.02:8005.02]  Tá, porra.
[8005.02:8006.02]  Juro pra você, tá bom?
[8006.02:8007.02]  Eu tenho umas fotos, inclusive.
[8007.02:8010.02]  Fico com a barbona, que é o pão louro, a barba louro.
[8010.02:8011.02]  Parece o...
[8011.02:8013.02]  A pessoa empirata a foda-ão, assim, tá, né?
[8013.02:8015.02]  Pira-a do mais foda que tem, assim.
[8015.02:8016.02]  Tá.
[8016.02:8018.02]  O parece um víquima.
[8018.02:8020.02]  Um víquima é mais foda que você vê, assim, porra.
[8020.02:8021.02]  Caralho, o que vica em pica.
[8021.02:8022.02]  O que você fala assim, mano?
[8022.02:8024.02]  Esse víquem é um cara mais foda do morraguinar.
[8024.02:8025.02]  Você pensou, hein?
[8025.02:8026.02]  Ai, não gosto.
[8026.02:8027.02]  De barba.
[8027.02:8028.02]  Tá.
[8028.02:8030.02]  Mão, você já foi treino pra ficar forte.
[8030.02:8033.02]  Pô, eu queria cunhar na cara, eu não me chamar, sei pro projeto, porra.
[8033.02:8034.02]  Eu acho que se tu for...
[8034.02:8035.02]  Não me chama, porra.
[8035.02:8037.02]  É que tu tem que ficar forte, porra.
[8037.02:8038.02]  Eu não me chamo, cara.
[8038.02:8039.02]  Eu não me chamo, cara.
[8039.02:8040.02]  Eu não me chamo, cara.
[8040.02:8043.02]  Eu ia ser o cara mais maromba do projeto do cariânico, cara.
[8043.02:8045.02]  Eu sei o cara mais foda, eu mais co-dina, hein.
[8045.02:8047.02]  Eu injetar tudo, cara.
[8047.02:8048.02]  E o que tiver pra injetar.
[8048.02:8049.02]  Eu tomar...
[8049.02:8050.02]  Eu ia tomar suplemento.
[8050.02:8051.02]  Ah, suplemento.
[8051.02:8054.02]  Ah, não, mas já fiz, já, mas a academia já.
[8054.02:8055.02]  Porra.
[8055.02:8057.02]  Você tem que mover o corpo e vai se assustar.
[8057.02:8059.02]  Ah, duvido.
[8059.02:8060.02]  É, não, eu não jerei.
[8060.02:8061.02]  Mas, assim...
[8061.02:8063.02]  Pô, assim me chamas pro projeto, cara.
[8063.02:8064.02]  Eu ia tomar um...
[8064.02:8067.02]  Eu ia tomar tudo certinho e todo dia, cara.
[8067.02:8068.02]  Porra.
[8068.02:8070.02]  O cariana ajuda aí, pô.
[8070.02:8071.02]  Fere a gente viver vendo ajuda aí, pô.
[8071.02:8073.02]  Eu acho que se tu quiser fazer o projeto,
[8073.02:8075.02]  dá pra gente desenrolar isso aí, mano.
[8075.02:8076.02]  Não, eu faria, cara.
[8076.02:8077.02]  Só que tu tem que morar.
[8077.02:8078.02]  Eu quero ficar monstro.
[8078.02:8080.02]  A maior que ele vai fazer assim...
[8080.02:8081.02]  Tu já tentou.
[8081.02:8084.02]  O cariana vai olhar pra mim, pra assim, o poupilo superomestre.
[8084.02:8086.02]  Ele vai ficar assim, mano.
[8086.02:8087.02]  Duvido, tu vai...
[8087.02:8089.02]  Na primeira semana tu quita.
[8089.02:8090.02]  Não, nem foda.
[8090.02:8091.02]  Tu vai ser rapidito.
[8091.02:8093.02]  Eu já fui pra cada e-meia pra caralho.
[8093.02:8095.02]  Cara, não parece.
[8095.02:8096.02]  Ah, é?
[8096.02:8097.02]  Uhum.
[8097.02:8098.02]  Oh, louco.
[8099.02:8100.02]  Quer ver o braço?
[8100.02:8101.02]  Eu duvido mesmo.
[8101.02:8102.02]  Quer ver o braço, cara?
[8102.02:8103.02]  Deixa eu ver, teu braço.
[8103.02:8104.02]  Um tebraço, só.
[8104.02:8106.02]  Cara, é bonita, tebraço.
[8106.02:8107.02]  Eu também tenho que ir.
[8107.02:8108.02]  Eu também tenho que ir.
[8108.02:8109.02]  Toma aqui, seu cucação.
[8109.02:8112.02]  Tá vendo, isso aqui é força muscular, é parceiro.
[8112.02:8114.02]  Não, não, tá, cara.
[8114.02:8116.02]  Isso aqui é força muscular que dá,
[8116.02:8118.02]  quando você faz muita academia.
[8118.02:8120.02]  Eu sou o cara, é, pô.
[8120.02:8122.02]  Eu sou força, cara.
[8122.02:8124.02]  Então, eu não tenho o risco de ficar todo dolorido ali na pra gente...
[8124.02:8126.02]  Não tem risco de ficar todo dolorido,
[8126.02:8128.02]  e não tem risco de eu quitar, cara.
[8128.02:8130.02]  Eu vou até o final parado.
[8130.02:8133.3]  e não tem risco de eu que tacar. Eu vou até o fim da parada.
[8133.3:8152.540000000001]  Eu vi o do Danj
[8152.54:8155.54]  e a rotina de maromba, meu irmão. É feite, né, cara?
[8155.54:8158.54]  Pô, tá para o bração dele para ser um pão usão mesmo, né?
[8158.54:8161.54]  Tá bom, cara, tá bom. Retido um pouco, né?
[8161.54:8163.54]  Mas depois passa, né?
[8163.54:8166.54]  Tem de cortar o açúcar e o sal, né? Parade retenir.
[8166.54:8168.54]  Tu manja disso, então.
[8168.54:8169.54]  Manja porra.
[8169.54:8170.54]  Pacaarário e porcarboidrato, proteína.
[8170.54:8172.54]  Tu não tinha toa própria comida, não?
[8172.54:8173.54]  Não cozinha, é porra.
[8173.54:8174.54]  Não, mas eu peço, né?
[8174.54:8175.54]  Porra.
[8175.54:8178.54]  Mas é difícil tu pedir legal uma comida maneira assim
[8178.54:8179.54]  que não vai te fuder.
[8179.54:8202.06]  Ah, eu banjo o pacaará,
[8202.06:8203.06]  tá porra.
[8203.06:8204.06]  Pô, tá porra.
[8204.06:8205.06]  Pô, tá porra.
[8205.06:8206.06]  Pô, tá porra.
[8206.06:8207.06]  Tá bom.
[8207.06:8208.06]  Tá bom.
[8208.06:8209.06]  Tá bom.
[8209.06:8210.06]  Tá bom.
[8210.06:8211.06]  Tá bom.
[8211.06:8212.06]  Tá bom.
[8212.06:8213.06]  Tá bom.
[8213.06:8214.06]  Tá bom.
[8214.06:8215.06]  Tá bom.
[8215.06:8216.06]  Tá bom.
[8216.06:8217.06]  Tá bom.
[8217.06:8218.06]  Tá bom.
[8218.06:8219.06]  Tá bom.
[8219.06:8220.06]  Tá bom.
[8220.06:8221.06]  Tá bom.
[8221.06:8222.06]  Tá bom.
[8222.06:8223.06]  Tá bom.
[8223.06:8224.06]  Tá bom.
[8224.06:8225.06]  Tá bom.
[8225.06:8226.06]  Tá bom.
[8226.06:8227.06]  Tá bom.
[8227.06:8228.06]  Tá bom.
[8228.06:8229.06]  Tá bom.
[8229.06:8230.06]  Tá bom.
[8230.06:8231.06]  Tá bom.
[8231.06:8232.06]  big4a.
[8232.06:8233.06]  Tem aqui.
[8233.06:8235.06] phin, Всё, vou ter que perceber cocktail, tá?
[8235.06:8236.06]  Café, cama.
[8239.06:8240.06]  É tá bom, mas fitteda.
[8240.06:8242.06]  Temellen travailladora...
[8242.06:8243.06]  Tem healthier?
[8243.06:8245.06]  Ele disse me me� assim, tu rijola por si.
[8245.06:8246.06]  O que approximou?
[8246.06:8247.06]  inegradasse lá.
[8247.06:8248.66]  O que você saiu aqui e então recognizable?
[8248.66:8249.06]  Na spirituality Bob?
[8249.06:8250.06]  Um voulais, né?
[8250.06:8251.06]  Eu explorei bons harmonicos, né?
[8251.06:8252.06]  Tony do Queitos, né?
[8252.06:8254.06]  Do outro lugar de congregação.
[8254.06:8255.06]  Ironique o que você diz?
[8255.06:8256.06]  Um dos 3d.
[8256.06:8257.06]  attacker e ninguém.
[8257.06:8259.06]  Porque aquilo que você disse, hein?
[8259.06:8260.06]  No volume de de origins.
[8260.06:8261.06]  Mas é mesmo.
[8261.06:8264.06]  O mesmo não é muito confortável também não.
[8264.06:8265.06]  Valeu, valeu, valeu, amijane.
[8265.06:8266.06]  E quanto isso eu vou...
[8266.06:8268.06]  Eu vou falar do Flow News.
[8268.06:8269.06]  Ó, se...
[8269.06:8270.06]  Esse...
[8270.06:8271.06]  Esse...
[8271.06:8274.06]  Esse nome é...
[8274.06:8275.06]  Tu pôr é a água, né?
[8275.06:8276.06]  É água.
[8276.06:8277.06]  Bebêuava de mais.
[8277.06:8279.06]  Entendi, também tu pôr o pouco de vontade de meia.
[8279.06:8281.06]  Mas eu já tô mais treinado, né?
[8281.06:8284.06]  Bom, mas aí a gente vai falar do Flow News, né?
[8284.06:8285.06]  Pois é.
[8285.06:8286.06]  O que é o Flow News?
[8286.06:8288.06]  O Flow News é uma vertical de conteúdo aqui do...
[8288.06:8291.06]  O Flow News de Flow, do grupo Flow, na verdade.
[8291.06:8295.06]  Que é o nosso jeito de fazer jornalismo, tá bom?
[8295.06:8299.06]  Cara, o Carlos Ramontina faz parte do projeto lá.
[8299.06:8301.06]  E ele apresenta que os dois programas,
[8301.06:8303.06]  junto com a Gloria Vanique, com Rafael Colombo,
[8303.06:8306.06]  então tem uma galera lá que crie o conteúdo lá diariamente.
[8306.06:8309.06]  E cara, é um jeito honesto, um jeito...
[8309.06:8311.06]  Vamos lá.
[8311.06:8315.06]  É o jeito que eu gostaria que as notícias fossem...
[8315.06:8317.06]  Focem dadas, né?
[8317.06:8319.06]  Que é com honestidade, com verdade, com quando vi...
[8319.06:8321.06]  Quando o aviés que o viés é claro, tudo mais.
[8321.06:8325.06]  E é um jeito gostoso assim, eu gostei muito...
[8325.06:8327.06]  Já cheguei em casa várias vezes e tava mariana assistindo...
[8327.06:8330.06]  É, o Flow News eu assisto pra caralho também, inclusive.
[8330.06:8332.06]  Eu salvo pra galera de lá, sols cara pica.
[8332.06:8334.06]  E eu queria te convidar pra conhecer, cara.
[8334.06:8337.06]  Tem o link aqui na descrição e ficou aí ao longo do programa inteiro.
[8337.06:8339.06]  E o que é recorde aqui em cima.
[8339.06:8342.06]  E bom, pra quem tá solvindo é só procurar Flow News aí,
[8342.06:8347.06]  que isso é ver lá carinha do Rafael, da Glória, do Tramonta.
[8347.06:8349.06]  E é o canal certo.
[8349.06:8352.06]  Bom, tem mensagem para nós aqui também que eu já vi.
[8352.06:8355.06]  E tem um bom, deixa eu ver aqui, vamos ver se dá pra ler alguma aqui...
[8355.06:8358.06]  Com enquanto o Felca vai mejar.
[8358.06:8360.06]  O Jueiro mandou.
[8360.06:8363.06]  Gostava muito de você, não é a delícia, volta.
[8366.06:8369.06]  É, os cara mandaram mensagens para nós aqui.
[8370.06:8372.06]  É importante tudo.
[8376.06:8378.06]  Não sei, cara, eu não sei.
[8378.06:8383.06]  Eu tenho um pouco contato com o Chat pra gente mantendo a nossa conversa mais limpa possível.
[8383.06:8385.06]  Tá, beleza, então vamos ler ele.
[8385.06:8387.06]  O Jueiro mandou aqui a primeira.
[8387.06:8389.06]  Gostava muito de você.
[8389.06:8390.06]  Eu?
[8390.06:8393.06]  Mas me senti terrívelmente traído com o que você fez.
[8393.06:8398.06]  Não falo só por mim, mas por todos os torcedores do Corinthians.
[8400.06:8402.06]  Cara, essa porra desse caço aí, cara.
[8402.06:8404.06]  Eu já não aguento mais essa porra, cara.
[8404.06:8405.06]  Eu vou falar real, cara.
[8405.06:8408.06]  Eu não sou porra do caço, eu nem sei o que é pareço, cara.
[8408.06:8409.06]  Só o cabelo...
[8409.06:8410.06]  Não, parece.
[8410.06:8411.06]  Acabelo porra.
[8411.06:8413.06]  Acabelo, o cabelo parece um pouquinho, só.
[8413.06:8415.06]  É cruzeiro não sei o que o cara faz.
[8415.06:8419.06]  Bom, não sei se ele é Jueiro, não sei o que porra que ele é, cara.
[8419.06:8422.06]  E todo dia essa porra desse caço, cara.
[8422.06:8423.06]  Bom, todo dia, caço.
[8423.06:8425.06]  Agora deu de me chamar de Saruman, cara.
[8425.06:8427.06]  Focou na área de aparecido.
[8428.06:8430.06]  Comando a área de lade.
[8430.06:8432.06]  Cara, ele parece o Saruman, cara.
[8432.06:8434.06]  Podemos chamar de Saruman, cara.
[8434.06:8436.06]  Passaram mais maneiro, passaram mais pica.
[8436.06:8437.06]  Foda que ele morre, né?
[8437.06:8439.06]  Saruman da hora.
[8439.06:8441.06]  Mas caço, Saruman.
[8441.06:8443.06]  O que é mais que tem?
[8443.06:8444.06]  Pô, só linda.
[8444.06:8445.06]  Tô tem um favorito?
[8445.06:8446.06]  Bom, não.
[8446.06:8449.06]  Eu acho que o Saruman cheia pica, viado.
[8449.06:8451.06]  Mas o Saruman cheia, cara.
[8451.06:8454.06]  Eu acho que o Saruman cheia pica, viado.
[8454.06:8455.06]  Mano.
[8455.06:8456.06]  É o cheio pico, cara.
[8456.06:8457.06]  É o cheio de Saruman.
[8457.06:8458.06]  Mas caço é foda, pô.
[8458.06:8460.06]  Desculpa dizer o caço com todo respeito.
[8460.06:8463.06]  É a profissão dele, mas ele não é muito assim.
[8463.06:8465.06]  Esteticamente atribuído, não, cara.
[8465.06:8469.06]  É um cara assim que não é legal se vir com lado com ele assim.
[8469.06:8473.06]  Tipo, um cara que eu vou te falar que a aparência dele tem um aspecto mais...
[8473.06:8475.06]  Tem um jeito.
[8475.06:8476.06]  Tem um jeito.
[8476.06:8477.06]  Tem um jeito.
[8477.06:8479.06]  Com todo respeito, ela é uma pessoa dele.
[8479.06:8481.06]  Mas o bicho é feita, cara.
[8481.06:8483.06]  Cara, tem um corto cabelo que ele parecia...
[8483.06:8485.06]  É, é uma boa.
[8485.06:8487.06]  Cortar o cabelo, cara.
[8487.06:8489.06]  Eu vou cortar o que eu vou para um parecido com o caço.
[8491.06:8493.06]  Eu vou me mover para ser adequado.
[8493.06:8498.06]  Tudo falou para eu escrever um livro do porquê que eu odeio, pode ir para o banho.
[8498.06:8499.06]  Não, eu falei isso.
[8499.06:8501.06]  Não falei isso, não, não, não, cara.
[8501.06:8503.06]  Eu vou perguntar isso, ó.
[8503.06:8506.06]  O Barraú, te mandou aqui, ó, Felca.
[8506.06:8510.06]  Estava observando sua fisionomia e você parece o Bruno Sutter com a nimia.
[8510.06:8513.06]  Mas aí ouvindo você falar, eu fiquei pensando.
[8513.06:8517.06]  Será que eu sei se você senta anos, você será o novo Roger Escarlabe?
[8517.06:8520.06]  Parabéns pelo seu trabalho, já riu muito assistindo seu dia.
[8520.06:8522.06]  É tomar no cu desse cara, riu o cara.
[8522.06:8524.06]  Vai tomar no cu desse cara, porra.
[8524.06:8526.06]  No surto com a nimia, o cara.
[8526.06:8530.06]  Para mim, o melhor é o Putz David Jones.
[8530.06:8532.06]  Ah, é, caramba, esse vídeo aí, porra.
[8532.06:8535.06]  É, eu achei que ninguém tinha visto, cara.
[8536.06:8537.06]  Eu acho que viram, hein.
[8537.06:8538.06]  Que legal, cara.
[8538.06:8540.06]  Pô, a bração para você aí, tá?
[8540.06:8541.06]  Não, tu não estava mandando ele tomar no cu.
[8541.06:8543.06]  Ah, não, agora no surto, o meu maior é o David Jones, eu achei legal.
[8543.06:8545.06]  Mas, pô, o Bruno Sutter, cara.
[8545.06:8548.06]  Eu fiz um vídeo no David Jones daquela brisa que ele tava falando do...
[8548.06:8550.06]  Do esquer.
[8550.06:8551.06]  Do esquer.
[8551.06:8553.06]  O que que é, Esquer?
[8553.06:8555.06]  O que você fala? Ela disse que tava falando, ele tava falando de que.
[8555.06:8557.06]  Não, ele tava... Ah, é umas patecuadas que ele fica falando.
[8557.06:8560.06]  Que ele flouqueu logo do GTA igual a BANDI.
[8560.06:8563.06]  Eu vou que a logo do GTA é a BANDI, é uma referência da BANDI do...
[8563.06:8565.06]  do Brasil, o treado.
[8565.06:8568.06]  Eu fiz um vídeo falando sobre isso, sobre esse patacoato que ele fazia, lá.
[8568.06:8569.06]  Ele flou-se mano.
[8569.06:8575.06]  Eu tenho certeza que a lâmpada do carro do GTA é uma referência a pokebó.
[8575.06:8577.06]  Isso não viram sobre isso, cara.
[8577.06:8578.06]  Ele tava...
[8578.06:8579.06]  Ele tava na brisa, cara.
[8579.06:8581.06]  Ele tava numa brisa pesada.
[8581.06:8582.06]  Tá assistindo.
[8582.06:8583.06]  Ah, eu gosto, cara.
[8583.06:8584.06]  Eu gosto, David Jones.
[8584.06:8585.06]  Eu acho que ele é um cara legal.
[8585.06:8587.06]  Mas ele tava numa brisa pesada, cara.
[8587.06:8588.06]  Fala uma brisa pesada.
[8588.06:8590.06]  Eu peguei e fiz um computado de brisa pesada.
[8590.06:8593.06]  Eu falei uma brisa pesada, deu o peguei e fiz um computado de brisa pesada.
[8593.06:8594.06]  Dele e fiz um vídeo, entendeu?
[8594.06:8595.06]  Cara, eu gosto aí.
[8595.06:8597.06]  Agora, Bruno Soutre é o seu cú, cara.
[8597.06:8600.06]  Vai, parece mesmo.
[8600.06:8601.06]  Pessoal, fala que parece.
[8601.06:8602.06]  É o do...
[8602.06:8603.06]  É o do MasterCrate, né?
